Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
*70/*135,,Indeterminate,none
*70/*136,,Indeterminate,none
*70/*137,,Indeterminate,none
*70/*138,,Indeterminate,none
*70/*139,,Indeterminate,none
*70/*140,,Indeterminate,none
*70/*141,,Indeterminate,none
*70/*142,,Indeterminate,none
*70/*143,,Indeterminate,none
*70/*144,,Indeterminate,none
*70/*145,,Indeterminate,none
*70/*146,,Indeterminate,none
*70/*146x2,,Indeterminate,none
*70/*147,,Indeterminate,none
*70/*148,,Indeterminate,none
*70/*149,,Indeterminate,none
*70/*152,,Indeterminate,none
*70/*153,,Indeterminate,none
*70/*154,,Indeterminate,none
*70/*155,,Indeterminate,none
*70/*156,,Indeterminate,none
*70/*157,,Indeterminate,none
*70/*158,,Indeterminate,none
*70/*159,,Indeterminate,none
*70/*160,,Indeterminate,none
*70/*161,,Indeterminate,none
*70/*162,,Indeterminate,none
*70/*163,,Indeterminate,none
*71/*71,,Indeterminate,none
*71/*72,,Indeterminate,none
*71/*73,,Indeterminate,none
*71/*74,,Indeterminate,none
*71/*75,,Indeterminate,none
*71/*81,,Indeterminate,none
*71/*82,,Indeterminate,none
*71/*83,,Indeterminate,none
*71/*84,,Indeterminate,none
*71/*85,,Indeterminate,none
*71/*86,,Indeterminate,none
*71/*87,,Indeterminate,none
*71/*88,,Indeterminate,none
*71/*89,,Indeterminate,none
*71/*90,,Indeterminate,none
*71/*91,,Indeterminate,none
*71/*92,,Indeterminate,none
*71/*93,,Indeterminate,none
*71/*94,,Indeterminate,none
*71/*95,,Indeterminate,none
*71/*96,,Indeterminate,none
*71/*97,,Indeterminate,none
*71/*98,,Indeterminate,none
*71/*99,,Indeterminate,none
*71/*100,,Indeterminate,none
*71/*101,,Indeterminate,none
*71/*102,,Indeterminate,none
*71/*103,,Indeterminate,none
*71/*104,,Indeterminate,none
*71/*105,,Indeterminate,none
*71/*106,,Indeterminate,none
*71/*107,,Indeterminate,none
*71/*108,,Indeterminate,none
*71/*109,,Indeterminate,none
*71/*110,,Indeterminate,none
*71/*111,,Indeterminate,none
*71/*112,,Indeterminate,none
*71/*113,,Indeterminate,none
*71/*114,,Indeterminate,none
*71/*115,,Indeterminate,none
*71/*116,,Indeterminate,none
*71/*117,,Indeterminate,none
*71/*118,,Indeterminate,none
*71/*119,,Indeterminate,none
*71/*120,,Indeterminate,none
*71/*121,,Indeterminate,none
*71/*122,,Indeterminate,none
*71/*123,,Indeterminate,none
*71/*124,,Indeterminate,none
*71/*125,,Indeterminate,none
*71/*126,,Indeterminate,none
*71/*127,,Indeterminate,none
*71/*128,,Indeterminate,none
*71/*129,,Indeterminate,none
*71/*130,,Indeterminate,none
*71/*131,,Indeterminate,none
*71/*132,,Indeterminate,none
*71/*133,,Indeterminate,none
*71/*134,,Indeterminate,none
*71/*135,,Indeterminate,none
*71/*136,,Indeterminate,none
*71/*137,,Indeterminate,none
*71/*138,,Indeterminate,none
*71/*139,,Indeterminate,none
*71/*140,,Indeterminate,none
*71/*141,,Indeterminate,none
*71/*142,,Indeterminate,none
*71/*143,,Indeterminate,none
*71/*144,,Indeterminate,none
*71/*145,,Indeterminate,none
*71/*146,,Indeterminate,none
*71/*146x2,,Indeterminate,none
*71/*147,,Indeterminate,none
*71/*148,,Indeterminate,none
*71/*149,,Indeterminate,none
*71/*152,,Indeterminate,none
*71/*153,,Indeterminate,none
*71/*154,,Indeterminate,none
*71/*155,,Indeterminate,none
*71/*156,,Indeterminate,none
*71/*157,,Indeterminate,none
*71/*158,,Indeterminate,none
*71/*159,,Indeterminate,none
*71/*160,,Indeterminate,none
*71/*161,,Indeterminate,none
*71/*162,,Indeterminate,none
*71/*163,,Indeterminate,none
*72/*72,,Indeterminate,none
*72/*73,,Indeterminate,none
*72/*74,,Indeterminate,none
*72/*75,,Indeterminate,none
*72/*81,,Indeterminate,none
*72/*82,,Indeterminate,none
*72/*83,,Indeterminate,none
*72/*84,,Indeterminate,none
*72/*85,,Indeterminate,none
*72/*86,,Indeterminate,none
*72/*87,,Indeterminate,none
*72/*88,,Indeterminate,none
*72/*89,,Indeterminate,none
*72/*90,,Indeterminate,none
*72/*91,,Indeterminate,none
*72/*92,,Indeterminate,none
*72/*93,,Indeterminate,none
*72/*94,,Indeterminate,none
*72/*95,,Indeterminate,none
*72/*96,,Indeterminate,none
*72/*97,,Indeterminate,none
*72/*98,,Indeterminate,none
*72/*99,,Indeterminate,none
*72/*100,,Indeterminate,none
*72/*101,,Indeterminate,none
*72/*102,,Indeterminate,none
*72/*103,,Indeterminate,none
*72/*104,,Indeterminate,none
*72/*105,,Indeterminate,none
*72/*106,,Indeterminate,none
*72/*107,,Indeterminate,none
*72/*108,,Indeterminate,none
*72/*109,,Indeterminate,none
*72/*110,,Indeterminate,none
*72/*111,,Indeterminate,none
*72/*112,,Indeterminate,none
*72/*113,,Indeterminate,none
*72/*114,,Indeterminate,none
*72/*115,,Indeterminate,none
*72/*116,,Indeterminate,none
*72/*117,,Indeterminate,none
*72/*118,,Indeterminate,none
*72/*119,,Indeterminate,none
*72/*120,,Indeterminate,none
*72/*121,,Indeterminate,none
*72/*122,,Indeterminate,none
*72/*123,,Indeterminate,none
*72/*124,,Indeterminate,none
*72/*125,,Indeterminate,none
*72/*126,,Indeterminate,none
*72/*127,,Indeterminate,none
*72/*128,,Indeterminate,none
*72/*129,,Indeterminate,none
*72/*130,,Indeterminate,none
*72/*131,,Indeterminate,none
*72/*132,,Indeterminate,none
*72/*133,,Indeterminate,none
*72/*134,,Indeterminate,none
*72/*135,,Indeterminate,none
*72/*136,,Indeterminate,none
*72/*137,,Indeterminate,none
*72/*138,,Indeterminate,none
*72/*139,,Indeterminate,none
*72/*140,,Indeterminate,none
*72/*141,,Indeterminate,none
*72/*142,,Indeterminate,none
*72/*143,,Indeterminate,none
*72/*144,,Indeterminate,none
*72/*145,,Indeterminate,none
*72/*146,,Indeterminate,none
*72/*146x2,,Indeterminate,none
*72/*147,,Indeterminate,none
*72/*148,,Indeterminate,none
*72/*149,,Indeterminate,none
*72/*152,,Indeterminate,none
*72/*153,,Indeterminate,none
*72/*154,,Indeterminate,none
*72/*155,,Indeterminate,none
*72/*156,,Indeterminate,none
*72/*157,,Indeterminate,none
*72/*158,,Indeterminate,none
*72/*159,,Indeterminate,none
*72/*160,,Indeterminate,none
*72/*161,,Indeterminate,none
*72/*162,,Indeterminate,none
*72/*163,,Indeterminate,none
*73/*73,,Indeterminate,none
*73/*74,,Indeterminate,none
*73/*75,,Indeterminate,none
*73/*81,,Indeterminate,none
*73/*82,,Indeterminate,none
*73/*83,,Indeterminate,none
*73/*84,,Indeterminate,none
*73/*85,,Indeterminate,none
*73/*86,,Indeterminate,none
*73/*87,,Indeterminate,none
*73/*88,,Indeterminate,none
*73/*89,,Indeterminate,none
*73/*90,,Indeterminate,none
*73/*91,,Indeterminate,none
*73/*92,,Indeterminate,none
*73/*93,,Indeterminate,none
*73/*94,,Indeterminate,none
*73/*95,,Indeterminate,none
*73/*96,,Indeterminate,none
*73/*97,,Indeterminate,none
*73/*98,,Indeterminate,none
*73/*99,,Indeterminate,none
*73/*100,,Indeterminate,none
*73/*101,,Indeterminate,none
*73/*102,,Indeterminate,none
*73/*103,,Indeterminate,none
*73/*104,,Indeterminate,none
*73/*105,,Indeterminate,none
*73/*106,,Indeterminate,none
*73/*107,,Indeterminate,none
*73/*108,,Indeterminate,none
*73/*109,,Indeterminate,none
*73/*110,,Indeterminate,none
*73/*111,,Indeterminate,none
*73/*112,,Indeterminate,none
*73/*113,,Indeterminate,none
*73/*114,,Indeterminate,none
*73/*115,,Indeterminate,none
*73/*116,,Indeterminate,none
*73/*117,,Indeterminate,none
*73/*118,,Indeterminate,none
*73/*119,,Indeterminate,none
*73/*120,,Indeterminate,none
*73/*121,,Indeterminate,none
*73/*122,,Indeterminate,none
*73/*123,,Indeterminate,none
*73/*124,,Indeterminate,none
*73/*125,,Indeterminate,none
*73/*126,,Indeterminate,none
*73/*127,,Indeterminate,none
*73/*128,,Indeterminate,none
*73/*129,,Indeterminate,none
*73/*130,,Indeterminate,none
*73/*131,,Indeterminate,none
*73/*132,,Indeterminate,none
*73/*133,,Indeterminate,none
*73/*134,,Indeterminate,none
*73/*135,,Indeterminate,none
*73/*136,,Indeterminate,none
*73/*137,,Indeterminate,none
*73/*138,,Indeterminate,none
*73/*139,,Indeterminate,none
*73/*140,,Indeterminate,none
*73/*141,,Indeterminate,none
*73/*142,,Indeterminate,none
*73/*143,,Indeterminate,none
*73/*144,,Indeterminate,none
*73/*145,,Indeterminate,none
*73/*146,,Indeterminate,none
*73/*146x2,,Indeterminate,none
*73/*147,,Indeterminate,none
*73/*148,,Indeterminate,none
*73/*149,,Indeterminate,none
*73/*152,,Indeterminate,none
*73/*153,,Indeterminate,none
*73/*154,,Indeterminate,none
*73/*155,,Indeterminate,none
*73/*156,,Indeterminate,none
*73/*157,,Indeterminate,none
*73/*158,,Indeterminate,none
*73/*159,,Indeterminate,none
*73/*160,,Indeterminate,none
*73/*161,,Indeterminate,none
*73/*162,,Indeterminate,none
*73/*163,,Indeterminate,none
*74/*74,,Indeterminate,none
*74/*75,,Indeterminate,none
*74/*81,,Indeterminate,none
*74/*82,,Indeterminate,none
*74/*83,,Indeterminate,none
*74/*84,,Indeterminate,none
*74/*85,,Indeterminate,none
*74/*86,,Indeterminate,none
*74/*87,,Indeterminate,none
*74/*88,,Indeterminate,none
*74/*89,,Indeterminate,none
*74/*90,,Indeterminate,none
*74/*91,,Indeterminate,none
*74/*92,,Indeterminate,none
*74/*93,,Indeterminate,none
*74/*94,,Indeterminate,none
*74/*95,,Indeterminate,none
*74/*96,,Indeterminate,none
*74/*97,,Indeterminate,none
*74/*98,,Indeterminate,none
*74/*99,,Indeterminate,none
*74/*100,,Indeterminate,none
*74/*101,,Indeterminate,none
*74/*102,,Indeterminate,none
*74/*103,,Indeterminate,none
*74/*104,,Indeterminate,none
*74/*105,,Indeterminate,none
*74/*106,,Indeterminate,none
*74/*107,,Indeterminate,none
*74/*108,,Indeterminate,none
*74/*109,,Indeterminate,none
*74/*110,,Indeterminate,none
*74/*111,,Indeterminate,none
*74/*112,,Indeterminate,none
*74/*113,,Indeterminate,none
*74/*114,,Indeterminate,none
*74/*115,,Indeterminate,none
*74/*116,,Indeterminate,none
*74/*117,,Indeterminate,none
*74/*118,,Indeterminate,none
*74/*119,,Indeterminate,none
*74/*120,,Indeterminate,none
*74/*121,,Indeterminate,none
*74/*122,,Indeterminate,none
*74/*123,,Indeterminate,none
*74/*124,,Indeterminate,none
*74/*125,,Indeterminate,none
*74/*126,,Indeterminate,none
*74/*127,,Indeterminate,none
*74/*128,,Indeterminate,none
*74/*129,,Indeterminate,none
*74/*130,,Indeterminate,none
*74/*131,,Indeterminate,none
*74/*132,,Indeterminate,none
*74/*133,,Indeterminate,none
*74/*134,,Indeterminate,none
*74/*135,,Indeterminate,none
*74/*136,,Indeterminate,none
*74/*137,,Indeterminate,none
*74/*138,,Indeterminate,none
*74/*139,,Indeterminate,none
*74/*140,,Indeterminate,none
*74/*141,,Indeterminate,none
*74/*142,,Indeterminate,none
*74/*143,,Indeterminate,none
*74/*144,,Indeterminate,none
*74/*145,,Indeterminate,none
*74/*146,,Indeterminate,none
*74/*146x2,,Indeterminate,none
*74/*147,,Indeterminate,none
*74/*148,,Indeterminate,none
*74/*149,,Indeterminate,none
*74/*152,,Indeterminate,none
*74/*153,,Indeterminate,none
*74/*154,,Indeterminate,none
*74/*155,,Indeterminate,none
*74/*156,,Indeterminate,none
*74/*157,,Indeterminate,none
*74/*158,,Indeterminate,none
*74/*159,,Indeterminate,none
*74/*160,,Indeterminate,none
*74/*161,,Indeterminate,none
*74/*162,,Indeterminate,none
*74/*163,,Indeterminate,none
*75/*75,,Indeterminate,none
*75/*81,,Indeterminate,none
*75/*82,,Indeterminate,none
*75/*83,,Indeterminate,none
*75/*84,,Indeterminate,none
*75/*85,,Indeterminate,none
*75/*86,,Indeterminate,none
*75/*87,,Indeterminate,none
*75/*88,,Indeterminate,none
*75/*89,,Indeterminate,none
*75/*90,,Indeterminate,none
*75/*91,,Indeterminate,none
*75/*92,,Indeterminate,none
*75/*93,,Indeterminate,none
*75/*94,,Indeterminate,none
*75/*95,,Indeterminate,none
*75/*96,,Indeterminate,none
*75/*97,,Indeterminate,none
*75/*98,,Indeterminate,none
*75/*99,,Indeterminate,none
*75/*100,,Indeterminate,none
*75/*101,,Indeterminate,none
*75/*102,,Indeterminate,none
*75/*103,,Indeterminate,none
*75/*104,,Indeterminate,none
*75/*105,,Indeterminate,none
*75/*106,,Indeterminate,none
*75/*107,,Indeterminate,none
*75/*108,,Indeterminate,none
*75/*109,,Indeterminate,none
*75/*110,,Indeterminate,none
*75/*111,,Indeterminate,none
*75/*112,,Indeterminate,none
*75/*113,,Indeterminate,none
*75/*114,,Indeterminate,none
*75/*115,,Indeterminate,none
*75/*116,,Indeterminate,none
*75/*117,,Indeterminate,none
*75/*118,,Indeterminate,none
*75/*119,,Indeterminate,none
*75/*120,,Indeterminate,none
*75/*121,,Indeterminate,none
*75/*122,,Indeterminate,none
*75/*123,,Indeterminate,none
*75/*124,,Indeterminate,none
*75/*125,,Indeterminate,none
*75/*126,,Indeterminate,none
*75/*127,,Indeterminate,none
*75/*128,,Indeterminate,none
*75/*129,,Indeterminate,none
*75/*130,,Indeterminate,none
*75/*131,,Indeterminate,none
*75/*132,,Indeterminate,none
*75/*133,,Indeterminate,none
*75/*134,,Indeterminate,none
*75/*135,,Indeterminate,none
*75/*136,,Indeterminate,none
*75/*137,,Indeterminate,none
*75/*138,,Indeterminate,none
*75/*139,,Indeterminate,none
*75/*140,,Indeterminate,none
*75/*141,,Indeterminate,none
*75/*142,,Indeterminate,none
*75/*143,,Indeterminate,none
*75/*144,,Indeterminate,none
*75/*145,,Indeterminate,none
*75/*146,,Indeterminate,none
*75/*146x2,,Indeterminate,none
*75/*147,,Indeterminate,none
*75/*148,,Indeterminate,none
*75/*149,,Indeterminate,none
*75/*152,,Indeterminate,none
*75/*153,,Indeterminate,none
*75/*154,,Indeterminate,none
*75/*155,,Indeterminate,none
*75/*156,,Indeterminate,none
*75/*157,,Indeterminate,none
*75/*158,,Indeterminate,none
*75/*159,,Indeterminate,none
*75/*160,,Indeterminate,none
*75/*161,,Indeterminate,none
*75/*162,,Indeterminate,none
*75/*163,,Indeterminate,none
*81/*81,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*82,,Indeterminate,none
*81/*83,,Indeterminate,none
*81/*84,,Indeterminate,none
*81/*85,,Indeterminate,none
*81/*86,,Indeterminate,none
*81/*87,,Indeterminate,none
*81/*88,,Indeterminate,none
*81/*89,,Indeterminate,none
*81/*90,,Indeterminate,none
*81/*91,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*81/*92,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*93,,Indeterminate,none
*81/*94,,Indeterminate,none
*81/*95,,Indeterminate,none
*81/*96,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*97,,Indeterminate,none
*81/*98,,Indeterminate,none
*81/*99,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*100,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*101,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*102,,Indeterminate,none
*81/*103,,Indeterminate,none
*81/*104,,Indeterminate,none
*81/*105,,Indeterminate,none
*81/*106,,Indeterminate,none
*81/*107,,Indeterminate,none
*81/*108,,Indeterminate,none
*81/*109,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*81/*110,,Indeterminate,none
*81/*111,,Indeterminate,none
*81/*112,,Indeterminate,none
*81/*113,,Indeterminate,none
*81/*114,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*115,,Indeterminate,none
*81/*116,,Indeterminate,none
*81/*117,,Indeterminate,none
*81/*118,,Indeterminate,none
*81/*119,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*81/*120,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*121,,Indeterminate,none
*81/*122,,Indeterminate,none
*81/*123,,Indeterminate,none
*81/*124,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*125,,Indeterminate,none
*81/*126,,Indeterminate,none
*81/*127,,Indeterminate,none
*81/*128,,Indeterminate,none
*81/*129,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*130,,Indeterminate,none
*81/*131,,Indeterminate,none
*81/*132,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*81/*133,,Indeterminate,none
*81/*134,,Indeterminate,none
*81/*135,,Indeterminate,none
*81/*136,,Indeterminate,none
*81/*137,,Indeterminate,none
*81/*138,,Indeterminate,none
*81/*139,,Indeterminate,none
*81/*140,,Indeterminate,none
*81/*141,,Indeterminate,none
*81/*142,,Indeterminate,none
*81/*143,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*144,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*145,,Indeterminate,none
*81/*146,,Indeterminate,none
*81/*146x2,,Indeterminate,none
*81/*147,,Indeterminate,none
*81/*148,,Indeterminate,none
*81/*149,,Indeterminate,none
*81/*152,,Indeterminate,none
*81/*153,,Indeterminate,none
*81/*154,,Indeterminate,none
*81/*155,,Indeterminate,none
*81/*156,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*157,,Indeterminate,none
*81/*158,,Indeterminate,none
*81/*159,,Indeterminate,none
*81/*160,,Indeterminate,none
*81/*161,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*81/*162,,Indeterminate,none
*81/*163,,Indeterminate,none
*82/*82,,Indeterminate,none
*82/*83,,Indeterminate,none
*82/*84,,Indeterminate,none
*82/*85,,Indeterminate,none
*82/*86,,Indeterminate,none
*82/*87,,Indeterminate,none
*82/*88,,Indeterminate,none
*82/*89,,Indeterminate,none
*82/*90,,Indeterminate,none
*82/*91,,Indeterminate,none
*82/*92,,Indeterminate,none
*82/*93,,Indeterminate,none
*82/*94,,Indeterminate,none
*82/*95,,Indeterminate,none
*82/*96,,Indeterminate,none
*82/*97,,Indeterminate,none
*82/*98,,Indeterminate,none
*82/*99,,Indeterminate,none
*82/*100,,Indeterminate,none
*82/*101,,Indeterminate,none
*82/*102,,Indeterminate,none
*82/*103,,Indeterminate,none
*82/*104,,Indeterminate,none
*82/*105,,Indeterminate,none
*82/*106,,Indeterminate,none
*82/*107,,Indeterminate,none
*82/*108,,Indeterminate,none
*82/*109,,Indeterminate,none
*82/*110,,Indeterminate,none
*82/*111,,Indeterminate,none
*82/*112,,Indeterminate,none
*82/*113,,Indeterminate,none
*82/*114,,Indeterminate,none
*82/*115,,Indeterminate,none
*82/*116,,Indeterminate,none
*82/*117,,Indeterminate,none
*82/*118,,Indeterminate,none
*82/*119,,Indeterminate,none
*82/*120,,Indeterminate,none
*82/*121,,Indeterminate,none
*82/*122,,Indeterminate,none
*82/*123,,Indeterminate,none
*82/*124,,Indeterminate,none
*82/*125,,Indeterminate,none
*82/*126,,Indeterminate,none
*82/*127,,Indeterminate,none
*82/*128,,Indeterminate,none
*82/*129,,Indeterminate,none
*82/*130,,Indeterminate,none
*82/*131,,Indeterminate,none
*82/*132,,Indeterminate,none
*82/*133,,Indeterminate,none
*82/*134,,Indeterminate,none
*82/*135,,Indeterminate,none
*82/*136,,Indeterminate,none
*82/*137,,Indeterminate,none
*82/*138,,Indeterminate,none
*82/*139,,Indeterminate,none
*82/*140,,Indeterminate,none
*82/*141,,Indeterminate,none
*82/*142,,Indeterminate,none
*82/*143,,Indeterminate,none
*82/*144,,Indeterminate,none
*82/*145,,Indeterminate,none
*82/*146,,Indeterminate,none
*82/*146x2,,Indeterminate,none
*82/*147,,Indeterminate,none
*82/*148,,Indeterminate,none
*82/*149,,Indeterminate,none
*82/*152,,Indeterminate,none
*82/*153,,Indeterminate,none
*82/*154,,Indeterminate,none
*82/*155,,Indeterminate,none
*82/*156,,Indeterminate,none
*82/*157,,Indeterminate,none
*82/*158,,Indeterminate,none
*82/*159,,Indeterminate,none
*82/*160,,Indeterminate,none
*82/*161,,Indeterminate,none
*82/*162,,Indeterminate,none
*82/*163,,Indeterminate,none
*83/*83,,Indeterminate,none
*83/*84,,Indeterminate,none
*83/*85,,Indeterminate,none
*83/*86,,Indeterminate,none
*83/*87,,Indeterminate,none
*83/*88,,Indeterminate,none
*83/*89,,Indeterminate,none
*83/*90,,Indeterminate,none
*83/*91,,Indeterminate,none
*83/*92,,Indeterminate,none
*83/*93,,Indeterminate,none
*83/*94,,Indeterminate,none
*83/*95,,Indeterminate,none
*83/*96,,Indeterminate,none
*83/*97,,Indeterminate,none
*83/*98,,Indeterminate,none
*83/*99,,Indeterminate,none
*83/*100,,Indeterminate,none
*83/*101,,Indeterminate,none
*83/*102,,Indeterminate,none
*83/*103,,Indeterminate,none
*83/*104,,Indeterminate,none
*83/*105,,Indeterminate,none
*83/*106,,Indeterminate,none
*83/*107,,Indeterminate,none
*83/*108,,Indeterminate,none
*83/*109,,Indeterminate,none
*83/*110,,Indeterminate,none
*83/*111,,Indeterminate,none
*83/*112,,Indeterminate,none
*83/*113,,Indeterminate,none
*83/*114,,Indeterminate,none
*83/*115,,Indeterminate,none
*83/*116,,Indeterminate,none
*83/*117,,Indeterminate,none
*83/*118,,Indeterminate,none
*83/*119,,Indeterminate,none
*83/*120,,Indeterminate,none
*83/*121,,Indeterminate,none
*83/*122,,Indeterminate,none
*83/*123,,Indeterminate,none
*83/*124,,Indeterminate,none
*83/*125,,Indeterminate,none
*83/*126,,Indeterminate,none
*83/*127,,Indeterminate,none
*83/*128,,Indeterminate,none
*83/*129,,Indeterminate,none
*83/*130,,Indeterminate,none
*83/*131,,Indeterminate,none
*83/*132,,Indeterminate,none
*83/*133,,Indeterminate,none
*83/*134,,Indeterminate,none
*83/*135,,Indeterminate,none
*83/*136,,Indeterminate,none
*83/*137,,Indeterminate,none
*83/*138,,Indeterminate,none
*83/*139,,Indeterminate,none
*83/*140,,Indeterminate,none
*83/*141,,Indeterminate,none
*83/*142,,Indeterminate,none
*83/*143,,Indeterminate,none
*83/*144,,Indeterminate,none
*83/*145,,Indeterminate,none
*83/*146,,Indeterminate,none
*83/*146x2,,Indeterminate,none
*83/*147,,Indeterminate,none
*83/*148,,Indeterminate,none
*83/*149,,Indeterminate,none
*83/*152,,Indeterminate,none
*83/*153,,Indeterminate,none
*83/*154,,Indeterminate,none
*83/*155,,Indeterminate,none
*83/*156,,Indeterminate,none
*83/*157,,Indeterminate,none
*83/*158,,Indeterminate,none
*83/*159,,Indeterminate,none
*83/*160,,Indeterminate,none
*83/*161,,Indeterminate,none
*83/*162,,Indeterminate,none
*83/*163,,Indeterminate,none
*84/*84,,Indeterminate,none
*84/*85,,Indeterminate,none
*84/*86,,Indeterminate,none
*84/*87,,Indeterminate,none
*84/*88,,Indeterminate,none
*84/*89,,Indeterminate,none
